Age,Annual_Income,Spending_Score,Tenure,Purchase_Frequency,Avg_Order_Value,Last_Purchase_Days,Support_Calls,Discount_Usage,Loyalty_Score,Churn,CLV,Complaint_Rate,Engagement_Score
43,102189,47,9,9,4288,273,9,0.187173114926947,27,1,385920,0.9,21.241095890410957
65,96367,17,4,18,814,306,6,0.7733040401143754,79,1,73260,1.2,48.132876712328766
69,144873,96,8,43,4250,293,9,0.474372639974619,52,1,1644750,1.0,42.845205479452055
66,91260,22,3,35,525,210,7,0.35114369055681205,98,1,73500,1.75,67.9931506849315
19,140585,68,0,34,3940,218,0,0.3610996406264668,87,1,133960,0.0,61.75479452054795
18,96619,69,3,41,558,241,7,0.8522142067229794,48,1,91512,1.75,43.0945205479452
65,131453,37,5,14,3977,200,4,0.5537739542944381,88,1,334068,0.6666666666666666,57.24109589041096
29,39816,49,4,4,2571,216,6,0.7178678511312636,79,1,51420,1.2,48.86438356164384
22,62240,13,0,29,1921,205,0,0.8970385162506845,99,1,55709,0.0,66.96712328767123
54,26276,34,3,41,1549,216,1,0.901741676040642,68,1,254036,0.25,54.464383561643835
49,133939,86,5,45,3896,80,0,0.32850905433786315,44,1,1051920,0.0,51.11643835616438
26,124199,53,9,15,4096,267,4,0.9524512631463853,17,1,614400,0.4,18.36986301369863
58,99530,87,9,28,4460,35,5,0.024875882014605444,95,1,1248800,0.5,73.98219178082192
52,43499,51,3,42,1796,289,9,0.37683556101616567,38,1,301728,2.25,35.76438356164384
36,108576,3,8,16,1827,18,8,0.8957988575088416,10,1,263088,0.8888888888888888,28.813698630136987
65,128856,42,4,12,2702,165,7,0.2746368798169829,54,1,162120,1.4,41.558904109589044
33,102495,98,7,5,4008,13,6,0.27308145032131836,91,1,160320,0.75,66.28767123287672
20,141717,32,8,34,392,202,4,0.3026222850818887,6,1,119952,0.4444444444444444,22.131506849315066
37,91635,51,9,42,2874,229,2,0.6123133848469222,6,1,1207080,0.2,23.052054794520547
41,127803,85,4,1,4045,346,8,0.4383327756143538,52,1,20225,1.6,27.34109589041096
50,105112,46,5,39,2777,1,4,0.7267348363533426,15,1,649818,0.6666666666666666,39.14520547945206
41,55946,21,0,32,291,319,2,0.8949106425646658,68,1,9312,2.0,46.12054794520548
69,75204,44,10,26,4434,217,2,0.6741993749428606,57,1,1268124,0.18181818181818182,44.409589041095884
28,71886,11,6,17,680,34,2,0.2044667201975755,56,1,80920,0.2857142857142857,51.23698630136987
66,91652,68,3,48,3116,359,5,0.9326819023605022,7,1,598272,1.25,18.228767123287668
25,35563,1,10,27,4635,266,0,0.2644928733474785,51,1,1376595,0.0,39.02465753424658
53,112324,92,1,24,1275,128,3,0.14989429532815812,58,1,61200,1.5,49.18630136986302
55,112464,63,4,35,2713,212,7,0.0899672788609609,64,1,474775,1.4,50.88356164383562
57,121872,24,2,46,998,263,2,0.5633837406661656,26,1,137724,0.6666666666666666,32.389041095890406
37,29847,99,5,42,4770,312,4,0.1137624624806518,58,1,1202040,0.6666666666666666,44.5041095890411
52,46155,13,7,39,4149,80,1,0.13877588411263075,31,1,1294488,0.125,42.81643835616438
65,99671,98,6,26,804,165,1,0.30003048059549664,66,1,146328,0.14285714285714285,51.75890410958904
42,136891,11,2,49,3179,252,6,0.28165300968446383,92,1,467313,2.0,66.8917808219178
52,103310,51,7,38,797,12,9,0.6042395103321423,13,1,242288,1.125,37.24246575342465
42,87278,17,1,23,1732,304,2,0.8167452794726815,18,1,79672,1.0,19.242465753424653
46,38309,99,9,22,713,212,4,0.7613496562028924,94,1,156860,0.4,61.983561643835614
35,20619,82,8,4,2077,282,2,0.26248445471647674,75,1,74772,0.2222222222222222,43.24794520547945
63,103194,86,3,49,4172,112,5,0.24531049798597993,13,1,817712,1.25,35.06301369863014
35,70108,24,0,9,4043,211,9,0.9657915301069676,24,1,36387,9.0,23.13835616438356
19,54707,19,7,4,1899,239,2,0.008236241591960125,57,1,60768,0.25,36.604109589041094
52,40337,37,6,7,1229,268,7,0.8797205330602158,29,1,60221,1.0,21.915068493150685
33,145261,85,10,23,4795,298,1,0.19972851912240497,56,1,1213135,0.09090909090909091,38.57123287671233
58,101537,8,4,2,916,317,2,0.9472843230897678,54,1,9160,0.4,30.23013698630137
53,86504,28,9,49,4286,58,7,0.3423072848275197,5,1,2100140,0.7,34.02191780821918
50,67614,5,4,24,865,34,7,0.4403517738932523,35,1,103800,1.4,42.83698630136986
21,111428,17,6,40,2408,263,0,0.707120613944381,19,1,674240,0.0,27.089041095890412
50,111155,36,4,31,1279,35,7,0.5876690514732603,55,1,198245,1.4,54.88219178082191
31,20281,19,7,47,427,271,9,0.3179393297068228,77,1,160552,1.125,57.750684931506854
38,47420,64,10,31,348,227,1,0.5538309158678235,69,1,118668,0.09090909090909091,51.361643835616434
65,100896,91,5,47,1269,25,6,0.7307068843628862,44,1,357858,1.0,54.730136986301375
37,59030,98,4,40,4927,234,5,0.042334945902492094,78,1,985400,1.0,58.178082191780824
25,21058,11,8,48,1563,59,1,0.011199305255704117,38,1,675216,0.1111111111111111,50.16712328767123
24,106213,54,10,43,4708,251,4,0.4580669390728913,62,1,2226884,0.36363636363636365,50.14657534246575
20,96260,45,1,34,1955,335,6,0.1318366178035142,22,1,132940,3.0,22.843835616438355
34,48404,47,0,24,719,86,7,0.6643442914647144,73,1,17256,7.0,58.987671232876714
50,123482,12,7,49,3744,251,2,0.21405245622743418,40,1,1467648,0.25,40.946575342465756
65,125284,21,2,26,2522,180,0,0.43285110679567096,26,1,196716,0.0,30.936986301369863
29,49856,11,10,16,1302,207,6,0.19767093687426895,5,1,229152,0.5454545454545454,15.957534246575342
68,29200,92,6,47,797,344,4,0.5484835857491245,93,1,262213,0.5714285714285714,61.75068493150685
39,84178,5,9,13,3473,149,4,0.1160534593845689,54,1,451490,0.4,42.73561643835616
39,53997,81,10,15,4249,71,6,0.02310685278748026,86,1,701085,0.5454545454545454,63.60958904109589
63,45611,56,7,27,2805,121,0,0.051131638106697186,49,1,605880,0.0,45.969863013698635
47,139273,20,5,4,2388,253,7,0.9542584415153099,3,1,57312,1.1666666666666667,8.836986301369862
55,61235,41,9,16,788,93,9,0.14228621861093582,92,1,126080,0.9,65.7041095890411
55,137428,46,8,30,4672,256,4,0.7084782531368352,38,1,1261440,0.4444444444444444,33.97260273972603
62,55057,12,6,44,1607,254,7,0.06792620422282625,14,1,494956,1.0,26.28219178082192
68,21239,70,9,30,4922,352,9,0.10816035223518217,47,1,1476600,0.9,33.21232876712329
25,123674,17,4,36,3590,288,9,0.5088762514093347,14,1,646200,1.8,22.01917808219178
44,134474,19,7,3,3640,309,4,0.46487093015434366,75,1,87360,0.5,41.46849315068493
44,85661,26,1,22,1829,59,6,0.9515803094398696,73,1,80476,3.0,59.867123287671234
51,146945,48,6,49,1194,69,9,0.9448354530207373,38,1,409542,1.2857142857142858,49.919178082191785
38,65272,52,3,22,4998,86,2,0.7796086425424651,64,1,439824,0.5,53.88767123287671
47,109393,96,8,49,2259,274,1,0.6021018301273497,44,1,996219,0.1111111111111111,41.68630136986302
50,81212,70,0,12,4772,227,5,0.454960317393011,70,1,57264,5.0,46.16164383561644
45,144088,55,6,21,3186,81,4,0.35617853432842106,65,1,468342,0.5714285714285714,54.361643835616434
64,35398,75,5,4,600,114,8,0.9470875469755554,25,1,14400,1.3333333333333333,27.45342465753425
50,140030,33,7,31,3055,184,9,0.6029088114246856,16,1,757640,1.125,27.21780821917808
22,76503,62,4,44,2424,280,3,0.5790725276859945,15,1,533280,0.6,25.35753424657534
65,26638,88,0,31,3612,322,2,0.23190112176891486,98,1,111972,2.0,60.65616438356164
36,26570,23,0,23,256,318,8,0.04669781788511307,81,1,5888,8.0,49.97534246575342
21,88785,15,8,20,2075,54,7,0.9451885797595444,3,1,373500,0.7777777777777778,24.541095890410958
52,29110,27,9,15,4743,197,5,0.3137352588446539,67,1,711450,0.5,47.205479452054796
66,125899,75,5,23,4498,293,0,0.4425890233244587,37,1,620724,0.0,29.34520547945205
34,99141,64,9,28,3968,293,9,0.11463994358570684,81,1,1111040,0.9,52.845205479452055
61,32115,81,4,16,4497,291,0,0.836924329909292,55,1,359760,0.0,36.35479452054794
45,59062,51,0,37,1553,180,5,0.027631832855930627,38,1,57461,5.0,40.23698630136987
47,42911,53,5,21,2610,222,2,0.8339907620990965,63,1,328860,0.3333333333333333,45.635616438356166
46,124061,78,5,15,4511,274,2,0.1402850127879668,1,1,405990,0.3333333333333333,9.986301369863014
63,52556,91,2,17,2802,244,5,0.8865641126311521,71,1,142902,1.6666666666666667,47.230136986301375
23,98131,82,7,37,3134,154,2,0.7297726373361574,90,1,927664,0.25,67.66164383561645
52,148335,92,0,13,222,304,9,0.1646702625073051,19,1,2886,9.0,16.742465753424657
58,21969,51,0,19,2402,273,5,0.5658179928594681,52,1,45638,5.0,36.74109589041096
54,63753,47,5,30,1409,135,4,0.31265631435521946,30,1,253620,0.6666666666666666,36.602739726027394
41,102811,4,9,45,2496,313,3,0.17823309891158345,55,1,1123200,0.3,43.84931506849315
46,24470,7,0,18,948,8,7,0.8591821994111084,14,1,17064,7.0,31.96164383561644
66,141863,35,5,14,1004,128,1,0.4035227665072294,13,1,84336,0.16666666666666666,23.686301369863013
63,30225,48,0,36,333,56,6,0.3985437143653825,84,1,11988,6.0,69.73150684931507
48,127860,73,5,36,4616,126,3,0.16988667480662,90,1,997056,0.5,68.8958904109589
52,143008,72,2,20,2637,159,1,0.3830656760857787,27,1,158220,0.3333333333333333,30.78767123287671
50,127510,45,7,19,633,59,6,0.8716168463288502,89,1,96216,0.75,66.96712328767124
69,128295,81,5,45,3871,58,0,0.3631287104896359,9,1,1045170,0.0,34.82191780821918
38,43196,81,10,44,3936,140,3,0.9516035624997881,41,1,1905024,0.2727272727272727,46.02876712328767
49,125823,97,0,7,4239,176,8,0.9463088992083875,48,1,29673,8.0,36.45616438356164
40,33669,96,4,44,2298,108,3,0.14489865930734602,12,1,505560,0.6,33.28219178082192
50,57380,72,7,4,3117,211,2,0.17731125352264487,10,1,99744,0.25,14.638356164383563
20,144398,19,2,34,452,74,9,0.8626740703318891,6,1,46104,3.0,29.145205479452056
35,130677,63,5,2,1329,167,9,0.3927609189247192,34,1,15948,1.5,28.449315068493153
42,135886,38,4,5,3464,357,1,0.004373982283009337,52,1,86600,0.2,27.93835616438356
59,146753,67,5,10,501,304,2,0.273871819705371,41,1,30060,0.3333333333333333,26.842465753424655
48,68320,59,9,32,2177,233,0,0.59762899319556,83,1,696640,0.0,58.33287671232877
20,67414,69,0,42,2963,327,9,0.799265965959968,6,1,124446,9.0,17.682191780821917
57,123542,13,6,41,4205,182,7,0.13338861709325955,2,1,1206835,1.0,23.32739726027397
63,35577,47,8,13,3441,122,0,0.11054136441673534,15,1,402597,0.0,24.715068493150685
41,145354,61,1,39,3257,334,2,0.9220926535723316,17,1,254046,1.0,21.898630136986302
67,108009,31,9,5,750,203,2,0.7511483678225827,16,1,37500,0.2,18.376712328767123
49,146365,80,4,10,1787,29,1,0.5897796007780784,28,1,89350,0.2,35.41095890410959
64,75409,96,9,10,2022,202,4,0.769186789995928,85,1,202200,0.4,54.43150684931507
39,48625,22,3,38,3417,93,9,0.42885436130663845,72,1,519384,2.25,62.3041095890411
40,101040,93,5,27,3696,329,2,0.7584557473091266,10,1,598752,0.3333333333333333,15.072602739726028
19,44089,86,5,21,4609,356,2,0.37180299127453575,10,1,580734,0.3333333333333333,11.793150684931508
44,56487,43,10,8,4479,176,7,0.24409457249260236,10,1,394152,0.6363636363636364,17.756164383561647
59,85838,67,1,1,912,330,3,0.7290134212929686,73,1,1824,1.5,38.71780821917808
19,116999,54,1,28,2375,211,3,0.4196722921572683,28,1,133000,1.5,30.838356164383562
43,130448,10,3,49,4272,184,2,0.9813771043261948,24,1,837312,0.5,36.61780821917808
34,114795,42,0,39,4049,95,0,0.349485182308101,19,1,157911,0.0,35.99452054794521
57,70138,64,8,14,2633,273,7,0.9217274205310659,97,1,331758,0.7777777777777778,57.74109589041096
50,62823,21,6,21,3501,137,0,0.9329625485670795,68,1,514647,0.0,52.793150684931504
26,57208,80,6,30,470,237,6,0.24185294706474614,56,1,98700,0.8571428571428571,44.013698630136986
60,74061,76,2,21,1994,353,4,0.7982211815880134,67,1,125622,1.3333333333333333,40.457534246575335
65,50659,66,10,49,2662,265,3,0.43307450514456514,42,1,1434818,0.2727272727272727,41.179452054794524
56,149824,41,2,9,4493,135,3,0.9175247272303481,12,1,121311,1.0,21.302739726027397
46,121376,24,0,17,3594,144,7,0.4501242726352388,18,1,61098,7.0,26.20958904109589
59,51890,35,2,5,1279,19,5,0.7443037173373661,23,1,19185,1.6666666666666667,31.958904109589042
43,99134,56,2,31,3078,231,0,0.46696740916379786,84,1,286254,0.0,58.64246575342466
52,67055,30,3,40,4923,134,9,0.22780075571285618,6,1,787680,2.25,27.657534246575345
67,132269,57,3,38,803,114,7,0.1993501289446863,53,1,122056,1.75,51.653424657534245
42,39508,94,2,43,1785,139,1,0.42543119425634557,98,1,230265,0.3333333333333333,74.28356164383561
41,62287,47,9,19,3257,125,5,0.7554946570142149,42,1,618830,0.5,39.85068493150685
30,98916,35,7,36,4185,204,8,0.6050714851807668,66,1,1205280,1.0,52.62191780821917
24,46984,19,7,33,4889,61,0,0.6886292899005433,30,0,1290696,0.0,41.557534246575344
53,130169,8,0,13,1595,250,5,0.28232635073194245,9,1,20735,5.0,14.7013698630137
62,28125,26,6,14,3888,298,7,0.4814353459576055,91,1,381024,1.0,53.371232876712334
37,56059,71,10,33,799,13,9,0.044395264969327,42,1,290037,0.8181818181818182,50.18767123287671
18,89569,30,1,29,713,255,1,0.8175324159581207,34,1,41354,0.5,31.72739726027397
25,123409,7,0,43,1266,85,4,0.9898921622398746,40,1,54438,4.0,48.24246575342466
63,37087,67,2,49,3086,20,5,0.4068790626246709,88,1,453642,1.6666666666666667,77.6041095890411
33,126437,65,3,36,2853,50,4,0.01096365313154335,17,1,410832,1.0,36.560273972602744
31,135262,36,5,44,1288,164,2,0.16979263955094737,29,1,340032,0.3333333333333333,38.71369863013699
29,25704,25,9,10,4585,92,3,0.6525268777504188,50,1,458500,0.3,42.95890410958904
68,80576,37,4,31,2714,88,6,0.6120793182038592,76,1,420670,1.2,62.47808219178082
40,93384,1,3,6,4169,69,3,0.7878647195855439,95,1,100056,0.75,65.51917808219179
32,107128,15,7,1,3484,37,8,0.25388401096106816,49,1,27872,1.0,42.772602739726025
45,131279,37,10,7,4766,253,9,0.763631915547134,73,1,366982,0.8181818181818182,44.73698630136987
51,92460,13,3,27,2396,252,1,0.6879840215236698,61,1,258768,0.25,44.79178082191781
19,47208,8,9,21,4383,140,4,0.3228144977138433,83,1,920430,0.4,60.128767123287666
49,138516,5,1,28,989,355,7,0.545488148056962,46,1,55384,3.5,31.94794520547945
40,149612,60,2,16,3675,168,4,0.14727380849832672,46,1,176400,1.3333333333333333,38.59452054794521
39,105150,73,5,46,3353,54,9,0.45256450343558263,17,1,925428,1.5,39.341095890410955
68,86024,1,7,23,1864,178,7,0.881197339555641,66,1,342976,0.875,50.14657534246575
42,59882,36,7,20,1509,297,7,0.4211913798253908,5,1,241440,0.875,12.226027397260273
39,45923,35,10,38,1064,301,8,0.839566706475422,54,1,444752,0.7272727272727273,41.90684931506849
39,146561,66,8,25,4063,359,9,0.5902533652596944,16,1,914175,1.0,15.82876712328767
66,134044,63,6,28,3563,106,5,0.19187671310235677,81,1,698348,0.7142857142857143,63.09178082191781
69,121477,23,1,5,3724,137,3,0.5811062446978964,91,1,37240,1.5,59.49315068493151
59,49165,9,7,21,3986,190,2,0.5059833291570635,7,1,669648,0.25,19.389041095890413
23,87203,34,6,18,223,128,4,0.398641335196384,8,1,28098,0.5714285714285714,22.386301369863013
32,111749,46,7,47,3203,342,5,0.11963043951607033,72,1,1204328,0.625,51.36027397260274
60,24114,78,2,6,510,47,2,0.4167086638472298,87,1,9180,0.6666666666666666,62.724657534246575
54,84965,4,6,29,1431,5,1,0.07276237623962711,96,1,290493,0.14285714285714285,76.42602739726027
50,56321,30,9,19,3988,257,6,0.09876905139875125,82,1,757720,0.6,52.61780821917809
25,93297,95,8,33,2911,300,4,0.415916532932716,38,1,864567,0.4444444444444444,32.461643835616435
61,116652,75,2,1,621,150,8,0.3053814819684637,54,1,1863,2.6666666666666665,39.08082191780822
61,119304,99,9,45,1973,294,2,0.9255443258622235,76,1,887850,0.2,55.39041095890411
22,133942,72,5,3,3768,243,7,0.37570580538027054,15,1,67824,1.1666666666666667,15.084931506849315
56,45426,3,1,42,1146,275,5,0.7578581220721001,92,1,96264,2.5,63.53150684931507
21,37772,14,1,21,1386,208,3,0.5302475263662427,50,1,58212,1.5,39.9027397260274
23,123754,60,4,35,2034,115,8,0.7040856686423355,56,1,355950,1.6,52.1986301369863
62,23712,77,4,41,1764,195,4,0.2601159830153992,95,1,361620,0.8,69.11506849315069
49,21367,45,6,40,2147,343,9,0.9419049728383291,9,1,601160,1.2857142857142858,17.705479452054796
69,126493,96,1,3,1508,170,5,0.530088496914424,8,1,9048,2.5,15.584931506849317
47,127317,34,10,25,3186,82,8,0.8313240712852497,19,1,876150,0.7272727272727273,32.50684931506849
64,135142,45,6,45,586,154,6,0.3650456934761135,51,1,184590,0.8571428571428571,50.56164383561644
52,111736,61,4,38,1361,141,4,0.10021134905052453,72,1,258590,0.8,59.673972602739724
57,71924,83,5,45,3458,314,1,0.6737116477208488,98,1,933660,0.16666666666666666,65.29452054794521
69,23726,16,7,20,4133,146,3,0.007759648337424485,57,1,661280,0.375,46.5
33,109152,66,9,44,3047,323,1,0.4752929765655083,68,1,1340680,0.1,49.5013698630137
30,47723,40,3,45,4721,122,2,0.19280190266645925,31,1,849780,0.5,42.31506849315068
67,146969,17,6,34,1639,252,9,0.6273755044353622,3,1,390082,1.2857142857142858,17.89178082191781
59,123110,34,5,21,3642,343,2,0.9794198731378522,99,1,458892,0.3333333333333333,57.00547945205479
47,120494,16,9,48,4680,311,3,0.46440290632064596,83,1,2246400,0.3,58.85890410958904
36,29108,60,1,23,255,89,5,0.8174982565256667,43,1,11730,2.5,43.52328767123288
34,97714,66,7,6,3524,58,2,0.507784186951121,29,1,169152,0.25,33.12191780821918
36,55643,66,9,13,305,63,9,0.4958400311040241,10,1,39650,0.9,25.447945205479456
45,51324,90,8,49,3401,347,0,0.9304234931787778,12,1,1499841,0.0,21.686301369863013
43,123896,13,4,23,869,308,0,0.8899658687466815,46,1,99935,0.0,33.02328767123287
54,103360,56,9,9,4671,280,8,0.7858004651879744,30,1,420390,0.8,22.35753424657534
43,130896,31,3,17,942,72,8,0.2962557533167841,94,1,64056,2.0,68.15479452054794
40,28927,34,5,2,1166,9,4,0.5450084157239405,82,1,13992,0.6666666666666666,61.106849315068494
26,113680,39,7,19,507,94,8,0.223897233305685,88,1,77064,1.0,64.54931506849316
29,116546,67,10,19,2338,339,6,0.44391669804653977,32,1,488642,0.5454545454545454,23.124657534246573
18,42443,8,2,7,3664,336,8,0.4842130657597906,73,1,76944,2.6666666666666665,40.18904109589041
18,99973,87,9,42,309,152,6,0.8316400401693309,47,1,129780,0.6,47.77123287671233
64,83449,78,10,42,3832,356,8,0.8960283653249931,88,1,1770384,0.7272727272727273,57.09315068493151
51,129834,55,10,20,4635,40,1,0.41462006239647786,63,0,1019700,0.09090909090909091,55.3082191780822
49,125314,27,0,9,2115,359,7,0.017704445073237207,26,1,19035,7.0,16.02876712328767
65,96743,93,3,17,4463,62,6,0.8617738397893546,3,1,303484,1.5,23.202739726027396
42,141805,53,3,27,756,254,5,0.1742786785013607,23,1,81648,1.25,25.68219178082192
57,80233,39,0,47,304,69,4,0.6218819638903935,75,1,14288,4.0,67.81917808219178
62,45537,65,8,2,2247,245,3,0.024970900434131194,74,1,40446,0.3333333333333333,44.17534246575343
18,121293,17,2,36,345,170,6,0.39950647526056426,50,1,37260,2.0,46.484931506849314
33,97576,30,4,19,2963,178,2,0.9859603021153498,36,1,281485,0.4,33.94657534246575
56,127522,53,5,17,1073,189,7,0.1006936011038031,13,1,109446,1.1666666666666667,21.243835616438357
22,42612,13,7,5,498,260,1,0.4236931519996423,29,1,19920,0.125,21.753424657534246
39,113977,21,5,39,3438,72,0,0.30714995018995217,38,1,804492,0.0,46.75479452054795
46,26471,19,2,18,845,17,1,0.9050881233882643,77,1,45630,0.3333333333333333,62.968493150684935
20,55631,53,5,7,4933,341,8,0.8693401079073552,90,1,207186,1.3333333333333333,48.415068493150685
29,148449,19,0,17,3278,57,4,0.23769876030622883,84,1,55726,4.0,63.97671232876712
43,128997,57,3,39,2711,218,7,0.08118778705043117,5,1,422916,1.75,22.254794520547946
33,112059,25,5,36,983,107,2,0.6271383940611175,20,1,212328,0.3333333333333333,34.936986301369856
68,51348,86,6,40,570,304,6,0.33636871188370976,78,1,159600,0.8571428571428571,54.342465753424655
54,84732,31,10,45,686,173,1,0.6720843906060631,14,1,339570,0.09090909090909091,31.02054794520548
39,21177,81,10,4,2237,219,7,0.032119756067814476,8,1,98428,0.6363636363636364,13.2
46,24760,55,9,38,3396,247,6,0.13339923517748942,48,1,1290480,0.6,41.865753424657534
31,52779,23,2,25,1560,218,4,0.6863722327726434,13,1,117000,1.3333333333333333,22.054794520547944
45,41636,32,8,5,4487,31,3,0.21237065530249777,24,1,201915,0.3333333333333333,31.8013698630137
22,101889,62,6,30,2461,47,0,0.8575876757624016,79,0,516810,0.0,65.92465753424658
64,73551,74,0,12,2821,134,4,0.05859088771013543,65,1,33852,4.0,48.75753424657535
66,31556,10,1,4,1156,108,8,0.21548198278557462,86,1,9248,4.0,58.28219178082192
47,47598,72,0,24,580,72,9,0.9985602484850686,34,1,13920,9.0,40.25479452054795
63,31563,54,10,29,3849,327,3,0.43307610258679263,51,1,1227831,0.2727272727272727,36.28219178082192
69,66819,52,8,9,438,108,8,0.7029656635446435,3,1,35478,0.8888888888888888,18.28219178082192
22,129326,20,8,4,1305,309,1,0.18266304885701368,90,1,46980,0.1111111111111111,49.26849315068493
29,93770,32,6,24,1586,272,3,0.6098687349855377,78,1,266448,0.42857142857142855,51.295890410958904
33,111055,14,9,14,2752,171,8,0.7261060683694185,58,1,385280,0.8,43.83013698630137
43,46966,50,2,5,2449,116,3,0.31447663586651053,72,1,36735,1.0,51.14383561643835
43,140133,28,4,18,1727,329,4,0.8288971119758778,55,1,155430,0.8,34.87260273972603
65,101709,53,3,42,1867,74,7,0.6034175784722833,80,1,313656,1.75,68.54520547945205
38,79889,24,6,19,4332,256,0,0.3891230096150302,42,1,576156,0.0,32.67260273972603
56,46987,79,8,12,2891,81,0,0.5576423933431586,21,1,312228,0.0,29.661643835616438
53,98714,22,1,18,3872,268,8,0.5767608474359243,10,1,139392,4.0,15.715068493150683
50,124874,30,7,17,2196,128,8,0.16553529269386602,57,1,298656,1.0,46.586301369863016
47,78348,63,8,30,1625,326,3,0.40273236986696614,25,1,438750,0.3333333333333333,23.636986301369863
54,44596,4,9,24,3012,235,1,0.3434305880194931,56,1,722880,0.1,42.323287671232876
40,53174,77,9,11,3447,41,8,0.40090272257912607,38,1,379170,0.8,40.05342465753425
27,84106,59,8,35,2792,181,3,0.7611105884852579,86,1,879480,0.3333333333333333,63.582191780821915
22,127510,87,9,23,1690,157,5,0.48253840746667265,61,1,388700,0.5,48.797260273972604
53,89967,8,6,17,1424,59,0,0.9403161532392643,47,1,169456,0.0,45.367123287671234
51,79182,82,8,1,2787,345,8,0.2936764133584362,54,1,25083,0.8888888888888888,28.395890410958906
69,113300,12,8,15,3264,249,4,0.415703578284929,46,1,440640,0.4444444444444444,33.85616438356164
48,107163,31,2,32,1032,192,2,0.7869568104790414,68,1,99072,0.6666666666666666,53.07945205479452
27,59310,78,3,9,4892,24,3,0.5460245933207503,4,1,176112,0.75,23.384931506849316
36,76088,34,1,15,2640,80,0,0.5470281464244477,94,1,79200,0.0,67.11643835616438
49,148803,82,9,28,4995,134,8,0.053340163005183516,66,1,1398600,0.8,54.057534246575344
18,28906,98,2,24,1846,213,7,0.3985996627184558,93,1,132912,2.3333333333333335,62.02876712328767
22,56914,75,10,35,640,348,3,0.2707337324217325,43,1,246400,0.2727272727272727,32.93150684931507
62,130350,76,10,22,1729,166,1,0.9993351228311154,62,1,418418,0.09090909090909091,48.5041095890411
21,65379,49,4,27,3165,348,8,0.30835507063231027,85,1,427275,1.6,51.53150684931507
33,98612,79,4,19,2567,337,3,0.8844965347938635,85,1,243865,0.6,49.73424657534247
41,134828,57,5,45,3486,71,8,0.6762337350404775,85,1,941220,1.3333333333333333,72.10958904109589
33,147445,95,6,12,4863,214,9,0.34091640919209043,4,1,408492,1.2857142857142858,13.873972602739725
19,57650,93,6,20,4531,65,2,0.5435343783741237,65,1,634340,0.2857142857142857,54.93835616438356
66,66881,26,0,1,1504,221,6,0.8405358799491938,62,1,1504,6.0,39.19041095890411
45,66413,18,1,21,3234,308,6,0.8833682980309119,90,1,135828,3.0,54.42328767123287
49,26012,96,8,49,3888,286,9,0.16039387500614521,2,1,1714608,1.0,20.028767123287672
44,70115,86,9,45,4173,185,3,0.3395731412081696,9,1,1877850,0.3,27.863013698630137
37,27151,38,1,1,1385,207,1,0.33522318021357167,57,1,2770,0.5,37.45753424657534
41,77716,81,5,10,3462,99,8,0.04204479607594469,45,1,207720,1.3333333333333333,40.07534246575342
29,113747,87,10,47,2307,242,3,0.5982377598518965,18,1,1192719,0.2727272727272727,29.839726027397262
67,112653,88,10,32,2040,158,7,0.854820052992188,48,1,718080,0.6363636363636364,44.942465753424656
52,56378,50,0,39,4520,98,1,0.3815743878255178,42,1,176280,1.0,47.33013698630137
50,62652,8,2,22,2947,42,7,0.740035944984177,41,1,194502,2.3333333333333335,44.798630136986304
50,92430,41,1,18,4877,139,9,0.6277004136007399,75,1,175572,4.5,55.28356164383562
68,33467,6,2,48,4464,283,4,0.3756487354930008,89,1,642816,1.3333333333333333,63.393150684931506
60,51010,69,4,46,3333,227,6,0.14105979949229708,90,1,766590,1.2,66.36164383561643
54,148647,44,10,32,3620,72,6,0.7093238527759673,58,1,1274240,0.5454545454545454,54.654794520547945
29,141999,64,9,27,1665,243,8,0.8545651689412405,42,1,449550,0.8,35.78493150684932
20,134793,29,5,28,4309,18,2,0.6858544924014919,35,1,723912,0.3333333333333333,44.913698630136984
18,74691,28,8,18,2411,77,9,0.017878484034818065,38,1,390582,1.0,40.18082191780822
50,84157,11,10,39,3004,45,3,0.21623289439099125,67,1,1288716,0.2727272727272727,62.73424657534247
57,128177,65,9,49,1743,343,9,0.06947998488353191,41,1,854070,0.9,36.4054794520548
27,32289,19,3,29,1889,140,3,0.5703860995762268,99,1,219124,0.75,70.52876712328768
60,64976,9,6,18,1771,177,9,0.7564776788404124,50,1,223146,1.2857142857142858,40.701369863013696
61,63596,27,5,44,4741,222,4,0.11057918706865943,86,1,1251624,0.6666666666666666,64.03561643835617
46,43171,34,1,8,3479,92,5,0.8383378205933852,72,1,55664,2.5,53.35890410958904
30,120441,44,9,31,3741,22,2,0.5555089783954832,79,1,1159710,0.2,67.59452054794521
29,146296,68,10,34,3223,172,3,0.6899690121417249,45,1,1205402,0.2727272727272727,43.275342465753425
48,106365,82,10,7,1018,92,2,0.9714018486086462,71,1,78386,0.18181818181818182,52.558904109589044
63,138218,15,10,36,4721,192,1,0.08368098824769732,19,1,1869516,0.09090909090909091,29.77945205479452
19,119590,51,7,18,1324,77,9,0.9012240229777893,17,1,190656,1.125,29.680821917808217
68,134014,13,6,38,1329,281,8,0.1261026959874093,65,1,353514,1.1428571428571428,48.50273972602739
67,64139,83,6,9,1902,364,0,0.39295880663668226,93,1,119826,0.0,49.25479452054795
